Domain,MBFC factual,MBFC,PF,BF,FC,WI,Site Rank,Yr online,Name,Media Bias/Fact Check page,Wikipedia article,HTTP,URL,,iffy,ID,✓
healthyandnaturalworld.com,mixed,CP,,,,,20000000,2013,Healthy and Natural World,https://mediabiasfactcheck.com/healthy-and-natural-world/,,200,https://www.healthyandnaturalworld.com/,35,,2673,↗
healthyfoodhouse.com,low,CP,,,,,41171,2012,Healthy Food House,https://mediabiasfactcheck.com/healthy-food-house/,,200,https://www.healthyfoodhouse.com/,20,1,2345,↗
heartland.org,low,QS,,,,,314281,1994,Heartland Institute,https://mediabiasfactcheck.com/heartland-institute/,https://en.wikipedia.org/wiki/Heartland_Institute,200,https://heartland.org/,,1,465,↗
heightpost.com,,,some-fake,,,,5380203,2014,Heightpost,,,200,http://www.heightpost.com/,,0,467,↗
hellochristian.com,mixed,CP,,,,,764264,2012,Hello Christian,https://mediabiasfactcheck.com/hello-christian/,,200,https://hellochristian.com/,,,1475,↗
herbreference.com,very-low,CP,,,,,4217904,,Herbreference.com,https://mediabiasfactcheck.com/herbreference-com/,,200,https://herbreference.com/,,1,4687,↗
higherperspectives.com,,,some-fake,,,,54574,,Higher Perspective,,,200,https://www.higherperspectives.com/,,0,471,↗
hoggwatch.com,low,QS,,,,,3451464,2018,Hogg Watch,https://mediabiasfactcheck.com/hogg-watch/,https://en.wikipedia.org/wiki/Natural_News,200,https://hoggwatch.com/,5,1,1697,↗
home.nra.org,mixed,QS,,,,,92522,1993,National Rifle Association,https://mediabiasfactcheck.com/national-rifle-association-nra/,https://en.wikipedia.org/wiki/National_Rifle_Association,200,https://home.nra.org/,,,4879,↗
hotglobalnews.com,,,,1,,,,2014,westchester county ny pest control,,,200,https://hotglobalnews.com/,,0,1344,↗
hsionline.com,low,CP,,,,,648601,2009,Health Sciences Institute,https://mediabiasfactcheck.com/health-sciences-institute/,,200,https://hsionline.com/,,1,1473,↗
humansarefree.com,low,CP,,,,,96003,,Humans are Free,https://mediabiasfactcheck.com/humans-are-free/,,200,https://humansarefree.com/,5,1,480,↗
huntsvilleleader.com,mixed,QS,,,,,20000000,2019,Huntsville Leader,https://mediabiasfactcheck.com/huntsville-leader/,,200,https://huntsvilleleader.com/,32,,4940,↗
huzlers.com,(satire),S,parody,1,,1,119984,2013,Huzlers,https://mediabiasfactcheck.com/huzlers/,https://en.wikipedia.org/wiki/Huzlers,200,https://www.huzlers.com/,0,,482,↗
iceagenow.info,low,CP,,,,,434235,2011,Ice Age Now,https://mediabiasfactcheck.com/ice-age-now/,,200,https://www.iceagenow.info/,,1,2346,↗
icr.org,very-low,CP,,,,,114323,1995,Institute for Creation Research (IRC),https://mediabiasfactcheck.com/institute-for-creation-research-icr/,,302,https://www.icr.org/,,1,484,↗
ifyouonlynews.com,very-low,QS,,,,,1975929,2014,If You Only News,https://mediabiasfactcheck.com/if-you-only-news/,,200,https://ifyouonlynews.com/,,1,486,↗
iharare.com,mixed,QS,,,,,20000000,2013,iHarare,https://mediabiasfactcheck.com/iharare/,,200,https://iharare.com/,,,2718,↗
ihatethemedia.com,low,QS,,,,,1238104,,I Hate the Media,https://mediabiasfactcheck.com/i-hate-the-media/,,200,https://www.ihatethemedia.com/,,1,2347,↗
ihealthtube.com,low,CP,,,,,804636,,iHealthtube.com,https://mediabiasfactcheck.com/ihealthtube/,,200,https://ihealthtube.com/,,1,1480,↗
iheartintelligence.com,mixed,CP,,,,,10386,2014,I Heart Intelligence,https://mediabiasfactcheck.com/i-heart-intelligence/,,200,https://iheartintelligence.com/,,,4910,↗
ihr.org,very-low,QS,,,,,335362,1998,Institute for Historical Review (IHR),https://mediabiasfactcheck.com/institute-for-historical-review/,https://en.wikipedia.org/wiki/Institute_for_Historical_Review,200,http://ihr.org/,,1,488,↗
ihypocrite.net,mixed,QS,,,,,5903604,2016,"I, Hypocrite",https://mediabiasfactcheck.com/i-hypocrite/,,406,https://ihypocrite.net/,,,1700,↗
illegalaliencrimereport.com,mixed,QS,,,,,2931970,2014,Illegal Alien Crime Report,https://mediabiasfactcheck.com/illegal-alien-crime-report/,,200,https://www.illegalaliencrimereport.com/,,,4898,↗
illicitinfo.com,low,QS,,,,,269313,2018,Illicit Info,https://mediabiasfactcheck.com/illicit-info/,,200,https://illicitinfo.com/,42.5,1,2348,↗
illuminati-news.com,low,CP,,,,,923580,2000,Illuminati News,https://mediabiasfactcheck.com/illuminati-news/,,200,http://illuminati-news.com/,,1,490,↗
illuminatiwatcher.com,low,CP,,,,,544983,2012,Illuminati Watcher,https://mediabiasfactcheck.com/illuminati-watcher/,,200,https://illuminatiwatcher.com/,,1,1482,↗
ilovemyfreedom.org,very-low,QS,,,,,61855,2015,I love my Freedom,https://mediabiasfactcheck.com/i-love-my-freedom/,,200,https://ilovemyfreedom.org/,54.5,1,491,↗
imowired.com,very-low,QS,,,,,4144569,2016,IMOwired,https://mediabiasfactcheck.com/imowired/,,200,http://imowired.com/,,1,1701,↗
independentminute.com,,,some-fake,,,,329671,2017,Independent Minute,,,200,https://independentminute.com/,,0,495,↗
independentsciencenews.org,mixed,CP,,,,,1587315,2011,Independent Science News,https://mediabiasfactcheck.com/independent-science-news/,https://en.wikipedia.org/wiki/Bioscience_Resource_Project,200,https://www.independentsciencenews.org/,,,1485,↗
indiatimes.com,,,some-fake,,,,214,1996,Indiatimes,,,200,https://www.indiatimes.com/,,0,497,↗
infiniteunknown.net,low,CP,,,,,549776,2008,Infinite Unknown,https://mediabiasfactcheck.com/infinite-unknown/,,200,https://infiniteunknown.net/,,1,498,↗
infogalactic.com,low,QS,,,,,107104,2016,InfoGalactic,https://mediabiasfactcheck.com/infogalactic/,https://en.wikipedia.org/wiki/Vox_Day,200,https://infogalactic.com/info/Main_Page,,1,1702,↗
informationclearinghouse.info,mixed,CP,,,,,51166,2003,Information Clearing House,https://mediabiasfactcheck.com/information-clearing-house/,,200,http://www.informationclearinghouse.info/,,,499,↗
informationliberation.com,low,QS,,,,,92020,2004,Information Liberation,https://mediabiasfactcheck.com/information-liberation/,,200,http://www.informationliberation.com/,52,1,1703,↗
inforos.ru,low,QS,,,,,564067,2000,InfoRos.ru,https://mediabiasfactcheck.com/inforos/,,200,https://inforos.ru/,,1,4688,↗
infoscum.com,mixed,QS,,,,,20000000,2017,InfoScum,https://mediabiasfactcheck.com/infoscum/,,200,https://infoscum.com/,,,4877,↗
infowars.com,very-low,CP,,,1,1,4158,1999,Infowars,https://mediabiasfactcheck.com/infowars-alex-jones/,https://en.wikipedia.org/wiki/InfoWars,200,https://www.infowars.com/,25,1,502,↗
ingredients.news,very-low,CP,,,,,9416739,2015,Ingredients.News,https://mediabiasfactcheck.com/ingredients-news/,https://en.wikipedia.org/wiki/Natural_News,301,http://ingredients.news/,5,1,4749,↗
intellihub.com,low,CP,,,,,151112,,Intellihub,https://mediabiasfactcheck.com/intellihub/,,200,https://www.intellihub.com/,25,1,505,↗
investmentwatchblog.com,mixed,CP,,,,,48592,2010,Investment Watch Blog,https://mediabiasfactcheck.com/investment-watch-blog/,,404,http://www.investmentwatchblog.com/,,,511,↗
iowaclimate.org,low,CP,,,,,5736613,2016,Iowa Climate Science Education,https://mediabiasfactcheck.com/iowa-climate-science-education/,,200,https://iowaclimate.org/,,1,1487,↗
israelislamandendtimes.com,mixed,CP,,,,,827742,2013,"Israel, Islam and End Times",https://mediabiasfactcheck.com/israel-islam-end-times/,,200,https://israelislamandendtimes.com/,,,1488,↗
israelvideonetwork.com,mixed,QS,,,,,388119,2011,Israel Video Network,https://mediabiasfactcheck.com/israel-video-network/,,200,http://www.israelvideonetwork.com/,,,1706,↗
isthatlegit.com,,,fake-news,,,,,2016,IsThatLegit.com,,,200,https://isthatlegit.com/,,0,514,↗
jeffersonreporter.com,mixed,QS,,,,,20000000,2019,Jefferson Reporter,https://mediabiasfactcheck.com/jefferson-reporter/,,200,https://jeffersonreporter.com/,32,,4942,↗
jesus-is-savior.com,low,CP,,,,,125795,2002,Jesus is Savior,https://mediabiasfactcheck.com/jesus-is-savior/,,200,https://jesus-is-savior.com/,,1,522,↗
jesusdaily.com,low,CP,,,,,445389,,Jesus Daily,https://mediabiasfactcheck.com/jesus-daily/,,200,https://www.jesusdaily.com/,52,1,2349,↗
journaldemourreal.com,,,,1,,,1506120,2013,Journal de Mourréal,,,200,http://journaldemourreal.com/,,0,2139,↗
judicialwatch.org,low,QS,,,,,52168,1997,Judicial Watch,https://mediabiasfactcheck.com/judicial-watch/,https://en.wikipedia.org/wiki/Judicial_Watch,200,https://www.judicialwatch.org/,57,1,529,↗
judithcurry.com,mixed,CP,,,,,376765,,Climate Etc,https://mediabiasfactcheck.com/climate-etc/,,200,https://judithcurry.com/,,,1435,↗
junkscience.com,low,CP,,,,,671381,1996,JunkScience.com,https://mediabiasfactcheck.com/junkscience-com/,,200,https://junkscience.com/,,1,1491,↗
justthefacts.org,mixed,QS,,,,,6463472,1998,Just the Facts,https://mediabiasfactcheck.com/just-the-facts/,,200,https://www.justthefacts.org/,,,1710,↗
klponews.com,,,,1,,,,2018,KLPO News,,,200,http://www.klponews.com/default.php,,0,2078,↗
km8news.com,,,,1,,,5029859,2017,Tips Seputar Kesehatan,,,200,https://www.km8news.com/,,0,2079,↗
knowledgeoftoday.org,low,CP,,,,,1231221,,Knowledge of Today,https://mediabiasfactcheck.com/knowledge-of-today/,,200,https://www.knowledgeoftoday.org/,,1,535,↗
krbcnews.com,,,,1,,,,2016,KRBC News,,,200,https://krbcnews.com/,,0,539,↗
kupr7.com,,,,1,,,,2019,持っていると仕事に役立つ？,,,200,http://kupr7.com/,,0,2082,↗
ladiesofliberty.net,,,,1,,,,2019,Ladies of Liberty,,,200,https://ladiesofliberty.net/,,0,2140,↗
lancastercourier.com,mixed,QS,,,,,404514,2019,Lancaster Courier,https://mediabiasfactcheck.com/lancaster-courier/,,200,https://www.lancastercourier.com/,62.5,,4932,↗
larouchepac.com,low,CP,,,,,151717,2004,LaRouche PAC,https://mediabiasfactcheck.com/larouche-pac/,https://en.wikipedia.org/wiki/Worldwide_LaRouche_Youth_Movement#LaRouche_PAC,200,https://larouchepac.com/,,1,1492,↗
lastdeplorables.com,low,QS,fake-news,,,,20000000,2018,The Deplorables,https://mediabiasfactcheck.com/the-deplorables/,,200,http://www.lastdeplorables.com/,,1,545,↗
latitudes.org,mixed,CP,,,,,689648,1997,ACN Latitudes,https://mediabiasfactcheck.com/acn-latitudes/,,403,https://latitudes.org/,,,1411,↗
lawenforcementtoday.com,mixed,R,,,,1,57080,2008,Law Enforcement Today,https://mediabiasfactcheck.com/law-enforcement-today/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://www.lawenforcementtoday.com/,57.5,,2521,↗
learntherisk.org,very-low,CP,,,,,1015206,2015,LearnTheRisk.org,https://mediabiasfactcheck.com/learntherisk-org/,https://en.wikipedia.org/wiki/Learn_The_Risk,200,https://learntherisk.org/,,1,2350,↗
leftaction.com,low,QS,,,,,2899350,2010,Left Action,https://mediabiasfactcheck.com/left-action/,,200,https://leftaction.com/,,1,2351,↗
leftexposed.org,low,QS,,,,,2647658,2014,Left Exposed,https://mediabiasfactcheck.com/left-exposed/,,200,http://leftexposed.org/,,1,2352,↗
legitgov.org,mixed,CP,,,,,2155919,2000,Citizens for Legitimate Government,https://mediabiasfactcheck.com/citizens-for-legitimate-government-clg-news/,,200,https://legitgov.org/,,,4860,↗
lewrockwell.com,mixed,QS,,,,,43237,1999,Lew Rockwell,https://mediabiasfactcheck.com/lew-rockwell/,https://en.wikipedia.org/wiki/Lew_Rockwell,200,https://www.lewrockwell.com/,,,550,↗
liberty.news,very-low,CP,,,,,3754007,2015,Liberty.News,https://mediabiasfactcheck.com/liberty-news-2/,https://en.wikipedia.org/wiki/Natural_News,200,https://liberty.news/,5,1,4753,↗
libertyvideos.org,low,CP,,,,,16953997,,Liberty Videos,https://mediabiasfactcheck.com/liberty-videos/,,200,https://libertyvideos.org/,,1,563,↗
libtards.news,very-low,CP,,,,,8087318,2015,Libtards.News,https://mediabiasfactcheck.com/libtards-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://libtards.news/,5,1,4758,↗
lifespa.com,low,CP,,,,,108758,1997,LifeSpa,https://mediabiasfactcheck.com/lifespa/,,200,https://lifespa.com/,,1,1494,↗
liveaction.org,mixed,CP,,,,,96565,,Live Action,https://mediabiasfactcheck.com/live-action/,,200,https://www.liveaction.org/,42.5,,1495,↗
livestrong.com,mixed,CP,,,,,2079,2002,Livestrong.com,https://mediabiasfactcheck.com/livestrong-com/,,200,https://www.livestrong.com/,,,1496,↗
livingwhole.org,mixed,CP,,,,,1316034,2014,Living Whole,https://mediabiasfactcheck.com/living-whole/,,200,https://www.livingwhole.org/,,,1498,↗
londonwebnews.com,low,QS,some-fake,,1,,9122758,2017,London Web News,https://mediabiasfactcheck.com/london-web-news/,,200,https://londonwebnews.com/,,1,575,↗
loonwatch.com,low,QS,,,,,3630876,,LoonWatch,https://mediabiasfactcheck.com/loonwatch/,,200,https://www.loonwatch.com/,,1,1719,↗
lucianne.com,mixed,QS,,,,,47344,1999,Lucianne.com,https://mediabiasfactcheck.com/lucianne-com/,https://en.wikipedia.org/wiki/Lucianne_Goldberg,200,https://www.lucianne.com/,,,4897,↗
madworldnews.com,low,QS,fake-news,,,,154163,2013,Mad World News,https://mediabiasfactcheck.com/mad-world-news/,,200,https://madworldnews.com/,37.5,1,581,↗
magadailyreport.com,mixed,QS,,,,,708860,2019,MAGA Daily Report,https://mediabiasfactcheck.com/maga-daily-report/,,200,https://magadailyreport.com/,50,,2490,↗
magapill.com,mixed,QS,,,,,559773,2017,MagaPill,https://mediabiasfactcheck.com/magapill/,,200,https://www.magapill.com/,,,1722,↗
mainerepublicemailalert.com,,,,,1,,937664,2018,Maine Republic Email Alert,,,200,https://mainerepublicemailalert.com/,,0,584,↗
mediafactwatch.com,mixed,CP,,,,,15306721,2015,Media Fact Watch,https://mediabiasfactcheck.com/media-fact-watch/,https://en.wikipedia.org/wiki/Natural_News,200,https://mediafactwatch.com/,5,,1501,↗
mediaroots.org,mixed,CP,,,,,1148796,,Media Roots,https://mediabiasfactcheck.com/media-roots/,https://en.wikipedia.org/wiki/Abby_Martin,200,https://mediaroots.org/,,,1502,↗
medicalmedium.com,low,CP,,,,,87680,,Medical Medium,https://mediabiasfactcheck.com/medical-medium/,https://en.wikipedia.org/wiki/Anthony_William,200,https://www.medicalmedium.com/,12.5,1,2524,↗
medicine.news,low,CP,,,,,5074305,,Medicine News,https://mediabiasfactcheck.com/medicine-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://medicine.news/,5,1,1503,↗
medusamagazine.com,mixed,CP,,,,,3079017,2017,Medusa Magazine,https://mediabiasfactcheck.com/medusa-magazine/,,200,https://medusamagazine.com/,,,1504,↗
meforum.org,low,QS,,,,,218826,2000,Middle East Forum,https://mediabiasfactcheck.com/middle-east-forum/,https://en.wikipedia.org/wiki/Middle_East_Forum,200,https://www.meforum.org/,,1,1727,↗
memri.org,mixed,QS,,,,,185431,1997,Middle East Media Research Institute (Memri),https://mediabiasfactcheck.com/middle-east-media-research-institute-memri/,https://en.wikipedia.org/wiki/Middle_East_Media_Research_Institute,200,https://www.memri.org/,,,1728,↗
mentor2day.com,,,some-fake,,,,10973795,2016,Mentor 2Day,,,200,http://www.mentor2day.com/,,0,596,↗
mercola.com,low,CP,,,,,6133,1997,Mercola,https://mediabiasfactcheck.com/mercola/,https://en.wikipedia.org/wiki/Joseph_Mercola,200,https://www.mercola.com/,47.5,1,1506,↗
metricmedianews.com,mixed,QS,,,,,1107293,2019,Metric Media,https://mediabiasfactcheck.com/metric-media/,https://en.wikipedia.org/wiki/Brian_Timpone,200,https://metricmedianews.com/,32,,4934,↗
middleamericandemocrat.com,mixed,QS,,,,,6408215,2018,Middle American Democrat,https://mediabiasfactcheck.com/middle-american-democrat-bias-report/,,200,https://middleamericandemocrat.com/,57.5,,4895,↗
mindbodygreen.com,mixed,CP,,,,,8876,,MindBodyGreen,https://mediabiasfactcheck.com/mindbodygreen/,,200,https://www.mindbodygreen.com/,25,,1507,↗
mixi.media,low,QS,,,,,42288,,Mixi.Media,https://mediabiasfactcheck.com/mixi-media/,,200,https://mixi.media/,,1,2353,↗
mobilecourant.com,mixed,QS,,,,,20000000,2019,Mobile Courant,https://mediabiasfactcheck.com/mobile-courant/,,200,https://mobilecourant.com/,32,,4943,↗
modernalternativemama.com,mixed,CP,,,,,851872,,Modern Alternative Mama,https://mediabiasfactcheck.com/modern-alternative-mama/,,200,https://modernalternativemama.com/,,,1508,↗
moonbattery.com,low,QS,,,,,317014,2004,MoonBattery,https://mediabiasfactcheck.com/moonbattery/,,200,https://moonbattery.com/,,1,2354,↗
morning-herald.com,,,,,1,,,2017,Morning Herald,,,200,http://www.morning-herald.com/,,0,605,↗
msmlies.com,mixed,QS,,,,,20000000,2017,MSMLies.com,https://mediabiasfactcheck.com/msmlies-com/,,200,https://www.msmlies.com/,,,4915,↗
myrightamerica.com,low,QS,,,,,10467000,2016,My Right American,https://mediabiasfactcheck.com/my-right-american/,,200,https://myrightamerica.com/,,1,1733,↗
nachrichten365.com,,,,1,,,8272370,2016,Erfinde deine eigenen Witz,,,200,http://www.nachrichten365.com/,,0,2142,↗
natall.com,very-low,QS,,,,,2928699,1995,National Alliance,https://mediabiasfactcheck.com/national-alliance/,https://en.wikipedia.org/wiki/National_Alliance_(United_States),200,https://natall.com/,,1,1736,↗
nationaleconomicseditorial.com,low,QS,,,,,1649565,2016,National Economics Editorial,https://mediabiasfactcheck.com/national-economics-editorial/,,200,https://nationaleconomicseditorial.com/,,1,1737,↗
nationalenquirer.com,low,QS,,,,,55172,1996,National Enquirer,https://mediabiasfactcheck.com/national-enquirer/,https://en.wikipedia.org/wiki/National_Enquirer,200,https://www.nationalenquirer.com/,20,1,1738,↗
nationalfile.com,low,CP,,,,,51619,2019,National File,https://mediabiasfactcheck.com/national-file/,,200,https://nationalfile.com/,5,1,2355,↗
nationalpolicy.institute,low,QS,,,,,20000000,,National Policy Institute,https://mediabiasfactcheck.com/national-policy-institute/,https://en.wikipedia.org/wiki/National_Policy_Institute,200,https://nationalpolicy.institute/,,1,4832,↗
nationalreport.net,(satire),S,parody,1,,1,1253919,2019,National Report,https://mediabiasfactcheck.com/national-report/,https://en.wikipedia.org/wiki/National_Report,200,http://nationalreport.net/,,,619,↗
nationalrighttolifenews.org,low,QS,,,,,1014698,,NRL News Today,https://mediabiasfactcheck.com/nrl-news-today/,,200,https://www.nationalrighttolifenews.org/,7.5,1,2520,↗
nationalsecurity.news,very-low,CP,,,,,8581318,2015,NationalSecurity.News,https://mediabiasfactcheck.com/nationalsecurity-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://nationalsecurity.news/,5,1,4762,↗
nationalvanguard.org,very-low,QS,,,,,138165,2003,National Vanguard,https://mediabiasfactcheck.com/national-vanguard/,https://en.wikipedia.org/wiki/National_Vanguard_(American_organization),200,https://nationalvanguard.org/,,1,622,↗
naturalcures.com,mixed,CP,,,,,1114625,2003,Natural Cures,https://mediabiasfactcheck.com/natural-cures/,,200,https://naturalcures.com/,,,1511,↗
naturalhealth365.com,mixed,CP,,,,,74953,,Natural Health 365,https://mediabiasfactcheck.com/natural-health-365/,,200,https://www.naturalhealth365.com/,0,,1513,↗
naturallysavvy.com,mixed,CP,,,,,219102,2007,Naturally Savvy,https://mediabiasfactcheck.com/naturally-savvy/,,200,https://naturallysavvy.com/,,,1516,↗
naturalmedicine.news,very-low,CP,,,,,3935491,2015,NaturalMedicine.News,https://mediabiasfactcheck.com/naturalmedicine-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://naturalmedicine.news/,5,1,4766,↗
naturalnews.com,very-low,CP,,,,1,18138,,Natural News,https://mediabiasfactcheck.com/natural-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://naturalnews.com/,5,1,1178,↗
naturalnewsblogs.com,very-low,CP,,,,,289298,2017,NaturalNewsBlogs,https://mediabiasfactcheck.com/naturalnewsblogs/,https://en.wikipedia.org/wiki/Natural_News,200,https://naturalnewsblogs.com/,5,1,630,↗
naturalnewsradio.com,very-low,CP,,,,,3023044,2008,Natural News Radio,https://mediabiasfactcheck.com/natural-news-radio/,https://en.wikipedia.org/wiki/Natural_News,200,https://naturalnewsradio.com/,5,1,4773,↗
naturalpedia.com,very-low,CP,,,,,1054871,,NaturalPedia.com,https://mediabiasfactcheck.com/naturalpedia-com/,https://en.wikipedia.org/wiki/Natural_News,200,https://naturalpedia.com/,5,1,4775,↗
naturalsociety.com,mixed,CP,,,,,298426,,Natural Society,https://mediabiasfactcheck.com/natural-society/,,200,https://naturalsociety.com/,,,1515,↗
nealabamanews.com,mixed,QS,,,,,20000000,2019,NE Alabama Courant,https://mediabiasfactcheck.com/ne-alabama-news/,,200,https://nealabamanews.com/,32,,4944,↗
needtoknow.news,low,CP,,,,,145567,,Need to Know,https://mediabiasfactcheck.com/need-to-know/,,200,https://needtoknow.news/,,1,1505,↗
neonnettle.com,low,CP,fake-news,1,1,1,66999,2013,Neon Nettle,https://mediabiasfactcheck.com/neon-nettle/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://neonnettle.com/,25,1,633,↗
net-infosnews.com,,,,1,,,4425604,2016,"Raconte l'actualité du jour,",,,200,http://www.net-infosnews.com/,,0,2143,↗
neverrepublican.com,low,QS,,,,,13935368,2016,NeverRepublican.com,https://mediabiasfactcheck.com/neverrepublican-com/,,200,http://www.neverrepublican.com/,,1,1743,↗
newamericannews.com,mixed,CP,,,,,13193223,2016,New American News,https://mediabiasfactcheck.com/new-american-news/,,200,https://newamericannews.com/,,,1518,↗
newnation.org,very-low,QS,,,,,1929909,1998,New Nation News,https://mediabiasfactcheck.com/new-nation-news/,,200,http://newnation.org/,,1,1747,↗
newobserveronline.com,very-low,QS,,,,,599902,,The New Observer,https://mediabiasfactcheck.com/the-new-observer/,,503,https://newobserveronline.com/,,1,1847,↗
news4ktla.com,,,imposter,1,,,3885663,2016,News4KTLA,,,200,https://news4ktla.com/,20,0,643,↗
newsammo.com,mixed,QS,,,,,191309,2018,NewsAmmo,https://mediabiasfactcheck.com/newsammo/,,200,https://newsammo.com/,,,4881,↗
newsbiscuit.com,(satire),S,,1,,,572926,2006,News biscuit,https://mediabiasfactcheck.com/news-biscuit/,https://en.wikipedia.org/wiki/NewsBiscuit,200,http://www.newsbiscuit.com/,,,645,↗
newsblaze.com,mixed,QS,,,,,237782,2003,News Blaze,https://mediabiasfactcheck.com/news-blaze/,https://en.wikipedia.org/wiki/Blaze_Media,200,https://newsblaze.com/,25,,1749,↗
newsbud.com,mixed,CP,,,,,593604,2004,Newsbud,https://mediabiasfactcheck.com/newsbud/,https://en.wikipedia.org/wiki/Sibel_Edmonds,200,https://www.newsbud.com/,,,1519,↗
newsexaminer.net,very-low,QS,fake-news,1,,1,2892385,2014,NewsExaminer.net,https://mediabiasfactcheck.com/newsexaminer-net/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://newsexaminer.net/,,1,656,↗
newsfeedhunter.com,low,QS,fake-news,1,1,,20000000,2018,News Feed Hunter,https://mediabiasfactcheck.com/news-feed-hunter/,,200,https://newsfeedhunter.com/,,1,657,↗
newsinsideout.com,mixed,CP,,,,,1684680,2014,News Inside Out,https://mediabiasfactcheck.com/newsinsideout-com/,,200,https://newsinsideout.com/,,,1520,↗
newsjustforyou1.blogspot.com,,,fake-news,,,,2599057,2000,News Just For You,,,200,https://newsjustforyou1.blogspot.com/,,0,662,↗
newslo.com,,,parody,1,,,8303904,2013,NewsLo,,,200,https://newslo.com/,,0,664,↗
newspunch.com,very-low,QS,,1,1,1,158612,2004,News Punch,https://mediabiasfactcheck.com/news-punch/,https://en.wikipedia.org/wiki/NewsPunch,200,https://newspunch.com/,25,1,1991,↗
newstarget.com,low,CP,,,,,143501,1996,News Target,https://mediabiasfactcheck.com/news-target/,https://en.wikipedia.org/wiki/Natural_News,200,https://newstarget.com/,5,1,672,↗
newswars.com,low,QS,,,,,63937,2009,NewsWars,https://mediabiasfactcheck.com/newswars/,,200,https://www.newswars.com/,,1,1752,↗
newswithviews.com,low,QS,,,,,196438,2001,News with Views,https://mediabiasfactcheck.com/news-with-views/,,406,https://newswithviews.com/,,1,679,↗
newzmagazine.com,,,fake-news,,,,1216466,2016,Newz Magazine,,,403,https://newzmagazine.com/,,0,682,↗
nextnewsnetwork.com,mixed,QS,,,,1,932987,2012,Next News Network,https://mediabiasfactcheck.com/next-news-network/,,200,https://nextnewsnetwork.com/,,,4924,↗
nordicmonitor.com,mixed,QS,,,,,346658,2018,Nordic Monitor,https://mediabiasfactcheck.com/nordic-monitor/,https://en.wikipedia.org/wiki/Abdullah_Bozkurt,200,https://www.nordicmonitor.com/,,,4925,↗
northbirminghamtimes.com,mixed,QS,,,,,20000000,2019,North Birmingham Times,https://mediabiasfactcheck.com/north-birmingham-times/,,200,https://northbirminghamtimes.com/,32,,4945,↗
notallowedto.com,low,QS,fake-news,1,,,978627,2014,Not Allowed to,https://mediabiasfactcheck.com/not-allowed-to/,,200,https://notallowedto.com/,,1,1201,↗
noticias-frescas.com,,,,1,,,597404,2016,"Crear una broma, una noticia",,,200,http://www.noticias-frescas.com/,,0,1351,↗
notizzia.com,,,,1,,,12131440,2016,Crea La Tua Barzelletta Rapidamente!,,,200,http://www.notizzia.com/,,0,1352,↗
notrickszone.com,low,CP,,,,,521247,2010,NoTricksZone,https://mediabiasfactcheck.com/notrickszone/,,200,https://notrickszone.com/,,1,2357,↗
now8news.com,very-low,QS,imposter,1,,1,1741848,2015,Now8News,https://mediabiasfactcheck.com/now8news/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://now8news.com/,20,1,689,↗
nowtheendbegins.com,low,CP,,,,,70636,2015,Now The End Begins,https://mediabiasfactcheck.com/now-the-end-begins/,,200,https://www.nowtheendbegins.com/,17.5,1,690,↗
nrlc.org,low,QS,,,,,1688241,,National Right to Life Committee,https://mediabiasfactcheck.com/national-right-to-life-committee-nrlc/,https://en.wikipedia.org/wiki/National_Right_to_Life_Committee,200,https://www.nrlc.org/,,1,4689,↗
nutrientreference.com,very-low,CP,,,,,20000000,2006,NutrientReference.com,https://mediabiasfactcheck.com/nutrientreference-com/,,200,https://nutrientreference.com/,,1,4777,↗
nutritionfacts.org,mixed,CP,,,,,26133,,Nutritionfacts.org,https://mediabiasfactcheck.com/nutritionfacts-org/,https://en.wikipedia.org/wiki/Michael_Greger,200,https://nutritionfacts.org/,,,695,↗
nvic.org,low,CP,,,,,169286,2003,National Vaccine Information Institute,https://mediabiasfactcheck.com/national-vaccine-information-center-nvic/,https://en.wikipedia.org/wiki/National_Vaccine_Information_Center,200,https://www.nvic.org/,,1,1500,↗
oann.com,low,QS,,,,,44743,2004,One America News Network,https://mediabiasfactcheck.com/one-america-news-network/,https://en.wikipedia.org/wiki/One_America_News_Network,200,https://www.oann.com/,25,1,698,↗
oathkeepers.org,low,QS,,,,,285785,,Oath Keepers,https://mediabiasfactcheck.com/oath-keepers/,https://en.wikipedia.org/wiki/Oath_Keepers,200,https://oathkeepers.org/,,1,699,↗
occupydemocrats.com,low,QS,,,,,1078213,2012,Occupy Democrats,https://mediabiasfactcheck.com/occupy-democrats/,https://en.wikipedia.org/wiki/Occupy_Democrats,200,https://occupydemocrats.com/,65,1,704,↗
odishatv.in,,,,,,1,55173,2008,Odisha Latest News Today,,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://odishatv.in/,,0,1948,↗
onepoliticalplaza.com,,,fake-news,,,,1030961,2012,One Political Plaza,,,200,https://www.onepoliticalplaza.com/,,0,710,↗
